val,date
0.023381141842190534,2022-09-16
0.01708221832323975,2022-09-17
0.015430812691559659,2022-09-18
0.013215254792062092,2022-09-19
0.013127933695462612,2022-09-20
0.013933720960179086,2022-09-21
0.011283182233454259,2022-09-22
0.011911883224086095,2022-09-23
0.011718330215539696,2022-09-24
0.010036965978410306,2022-09-25
0.011182941526222123,2022-09-26
0.012792103937646404,2022-09-27
0.010060946420119565,2022-09-28
0.0106642517566371,2022-09-29
0.010612057311222278,2022-09-30
0.01670350367566842,2022-10-01
0.010399887416750797,2022-10-02
0.012579658510817326,2022-10-03
0.0143856334423349,2022-10-04
0.01453248866223511,2022-10-05
0.011288784454503986,2022-10-06
0.015598625490803819,2022-10-07
0.01072046863448195,2022-10-08
0.008787467161505136,2022-10-09
0.009316155930430892,2022-10-10
0.00945189691615056,2022-10-11
0.009423751061782726,2022-10-12
0.010869727832821141,2022-10-13
0.009605895218961935,2022-10-14
0.00915974216890536,2022-10-15
0.009145612096603806,2022-10-16
0.011547065531813727,2022-10-17
0.010457537944210227,2022-10-18
0.013602856830316368,2022-10-19
0.011521446164189264,2022-10-20
0.009921844877178287,2022-10-21
0.009638784550474622,2022-10-22
0.009779867722711,2022-10-23
0.018186544791625847,2022-10-24
0.016617713366929632,2022-10-25
0.01078527937583762,2022-10-26
0.010960543119165722,2022-10-27
0.013230491639977693,2022-10-28
0.012822785653487934,2022-10-29
0.01016094080757668,2022-10-30
0.010484260250227084,2022-10-31
0.01726684169832393,2022-11-01
0.011087673049378965,2022-11-02
0.010702069347580112,2022-11-03
0.010849882639549335,2022-11-04
0.010842189569434613,2022-11-05
0.00871570330989968,2022-11-06
0.0090104269719391,2022-11-07
0.009105147076641895,2022-11-08
0.012175343670001393,2022-11-09
0.010143165859344938,2022-11-10
0.010746149074084554,2022-11-11
0.010265807093167156,2022-11-12
0.009648565783597407,2022-11-13
0.012625164925546661,2022-11-14
0.013250259322885372,2022-11-15
